,sample,Spot_col,Spot_row,col,row,in_tissue,Tissue,Brain
130x128,P0-1,130,128,1897,1303,1,Brain,Medulla and Pons(Hb)
130x129,P0-1,130,129,1895,1311,1,Brain,Medulla and Pons(Hb)
130x130,P0-1,130,130,1892,1321,1,Brain,Medulla and Pons(Hb)
130x131,P0-1,130,131,1890,1330,1,Brain,Medulla and Pons(Hb)
130x132,P0-1,130,132,1887,1339,1,Brain,Medulla and Pons(Hb)
130x133,P0-1,130,133,1885,1348,1,Brain,Medulla and Pons(Hb)
130x134,P0-1,130,134,1882,1358,1,Brain,Medulla and Pons(Hb)
130x135,P0-1,130,135,1880,1367,1,Brain,Medulla and Pons(Hb)
130x136,P0-1,130,136,1877,1376,1,Brain,Medulla and Pons(Hb)
130x137,P0-1,130,137,1874,1385,1,Brain,Medulla and Pons(Hb)
130x138,P0-1,130,138,1871,1394,1,Brain,Medulla and Pons(Hb)
130x139,P0-1,130,139,1869,1404,1,Brain,Medulla and Pons(Hb)
130x140,P0-1,130,140,1866,1413,1,Brain,Medulla and Pons(Hb)
130x141,P0-1,130,141,1864,1422,1,Brain,Medulla and Pons(Hb)
130x142,P0-1,130,142,1861,1432,1,Brain,Medulla and Pons(Hb)
130x143,P0-1,130,143,1859,1441,1,Brain,Medulla and Pons(Hb)
130x144,P0-1,130,144,1856,1450,1,Brain,Medulla and Pons(Hb)
130x145,P0-1,130,145,1854,1459,1,Brain,Medulla and Pons(Hb)
130x146,P0-1,130,146,1850,1468,1,Brain,Medulla and Pons(Hb)
130x147,P0-1,130,147,1848,1477,1,Brain,Medulla and Pons(Hb)
130x148,P0-1,130,148,1846,1487,1,Brain,Medulla and Pons(Hb)
130x149,P0-1,130,149,1843,1496,1,Brain,Medulla and Pons(Hb)
130x150,P0-1,130,150,1841,1505,1,Brain,Medulla and Pons(Hb)
130x151,P0-1,130,151,1821,1574,1,Brain,Medulla and Pons(Hb)
130x152,P0-1,130,152,1819,1583,1,Brain,Medulla and Pons(Hb)
130x153,P0-1,130,153,1816,1593,1,Brain,Medulla and Pons(Hb)
130x154,P0-1,130,154,1814,1602,1,Brain,Medulla and Pons(Hb)
130x60,P0-1,130,60,2073,676,1,Brain,DPall_1
130x61,P0-1,130,61,2071,685,1,Brain,DPall_1
130x62,P0-1,130,62,2068,694,1,Brain,DPall_1
130x63,P0-1,130,63,2066,703,1,Brain,DPall_1
130x64,P0-1,130,64,2062,712,1,Brain,DPall_1
130x65,P0-1,130,65,2060,722,1,Brain,DPall_1
130x66,P0-1,130,66,2057,731,1,Brain,DPall_1
130x67,P0-1,130,67,2055,740,1,Brain,DPall_1
130x68,P0-1,130,68,2053,749,1,Brain,DPall_1
130x69,P0-1,130,69,2050,759,1,Brain,DPall_1
130x70,P0-1,130,70,2048,767,1,Brain,DPall_1
130x71,P0-1,130,71,2045,777,1,Brain,DPall_1
130x74,P0-1,130,74,2037,805,1,Brain,Mb
130x75,P0-1,130,75,2034,814,1,Brain,Mb
130x76,P0-1,130,76,2032,823,1,Brain,Mb
130x77,P0-1,130,77,2029,832,1,Brain,Mb
130x78,P0-1,130,78,2027,842,1,Brain,Mb
130x79,P0-1,130,79,2024,851,1,Brain,Mb
130x80,P0-1,130,80,2022,860,1,Brain,Mb
130x81,P0-1,130,81,2019,870,1,Brain,Mb
130x82,P0-1,130,82,2016,878,1,Brain,Mb
130x83,P0-1,130,83,2013,888,1,Brain,Mb
130x84,P0-1,130,84,2011,896,1,Brain,Mb
130x85,P0-1,130,85,2008,906,1,Brain,Mb
130x86,P0-1,130,86,2006,916,1,Brain,Mb
130x87,P0-1,130,87,2003,924,1,Brain,Mb
130x88,P0-1,130,88,2001,934,1,Brain,Mb
130x89,P0-1,130,89,1999,943,1,Brain,Mb
130x90,P0-1,130,90,1996,952,1,Brain,Mb
130x91,P0-1,130,91,1993,961,1,Brain,Mb
130x92,P0-1,130,92,1990,970,1,Brain,Mb
130x93,P0-1,130,93,1988,980,1,Brain,Mb
130x94,P0-1,130,94,1985,989,1,Brain,Mb
130x95,P0-1,130,95,1983,998,1,Brain,Mb
130x96,P0-1,130,96,1980,1007,1,Brain,Mb
130x97,P0-1,130,97,1978,1017,1,Brain,Mb
130x98,P0-1,130,98,1975,1026,1,Brain,Mb
130x99,P0-1,130,99,1973,1035,1,Brain,Mb
131x100,P0-1,131,100,1979,1047,1,Brain,Mb
131x101,P0-1,131,101,1977,1056,1,Brain,Mb
131x102,P0-1,131,102,1974,1066,1,Brain,Mb
131x103,P0-1,131,103,1972,1074,1,Brain,Mb
131x104,P0-1,131,104,1969,1084,1,Brain,Mb
131x105,P0-1,131,105,1967,1093,1,Brain,Mb
131x106,P0-1,131,106,1963,1102,1,Brain,Mb
131x107,P0-1,131,107,1961,1112,1,Brain,Mb
131x108,P0-1,131,108,1958,1120,1,Brain,Mb
131x109,P0-1,131,109,1956,1130,1,Brain,Mb
131x110,P0-1,131,110,1953,1139,1,Brain,Mb
131x111,P0-1,131,111,1951,1148,1,Brain,Mb
131x112,P0-1,131,112,1948,1157,1,Brain,Mb
131x113,P0-1,131,113,1946,1167,1,Brain,Mb
131x114,P0-1,131,114,1943,1176,1,Brain,Mb
131x115,P0-1,131,115,1940,1185,1,Brain,Mb
131x116,P0-1,131,116,1937,1194,1,Brain,Mb
131x117,P0-1,131,117,1935,1203,1,Brain,Mb
131x118,P0-1,131,118,1932,1213,1,Brain,Mb
131x119,P0-1,131,119,1930,1221,1,Brain,Hy
131x120,P0-1,131,120,1927,1231,1,Brain,Hy
131x121,P0-1,131,121,1925,1241,1,Brain,Mb
131x122,P0-1,131,122,1923,1249,1,Brain,Mb
131x123,P0-1,131,123,1920,1259,1,Brain,Mb
131x124,P0-1,131,124,1917,1268,1,Brain,Mb
131x125,P0-1,131,125,1914,1277,1,Brain,Mb
131x126,P0-1,131,126,1912,1286,1,Brain,Mb
131x127,P0-1,131,127,1909,1296,1,Brain,Medulla and Pons(Hb)
131x128,P0-1,131,128,1907,1305,1,Brain,Medulla and Pons(Hb)
131x129,P0-1,131,129,1904,1314,1,Brain,Medulla and Pons(Hb)
131x130,P0-1,131,130,1902,1324,1,Brain,Mb
131x131,P0-1,131,131,1899,1332,1,Brain,Medulla and Pons(Hb)
131x132,P0-1,131,132,1897,1342,1,Brain,Mb
131x133,P0-1,131,133,1893,1350,1,Brain,Medulla and Pons(Hb)
131x134,P0-1,131,134,1891,1360,1,Brain,Medulla and Pons(Hb)
131x135,P0-1,131,135,1888,1370,1,Brain,Medulla and Pons(Hb)
131x136,P0-1,131,136,1886,1378,1,Brain,Medulla and Pons(Hb)
131x137,P0-1,131,137,1883,1388,1,Brain,Medulla and Pons(Hb)
131x138,P0-1,131,138,1881,1397,1,Brain,Medulla and Pons(Hb)
131x139,P0-1,131,139,1878,1406,1,Brain,Medulla and Pons(Hb)
131x140,P0-1,131,140,1876,1415,1,Brain,Medulla and Pons(Hb)
131x141,P0-1,131,141,1874,1425,1,Brain,Medulla and Pons(Hb)
131x142,P0-1,131,142,1870,1434,1,Brain,Medulla and Pons(Hb)
131x143,P0-1,131,143,1868,1443,1,Brain,Medulla and Pons(Hb)
131x144,P0-1,131,144,1865,1453,1,Brain,Medulla and Pons(Hb)
131x145,P0-1,131,145,1863,1461,1,Brain,Medulla and Pons(Hb)
131x146,P0-1,131,146,1860,1471,1,Brain,Medulla and Pons(Hb)
131x147,P0-1,131,147,1858,1480,1,Brain,Medulla and Pons(Hb)
131x148,P0-1,131,148,1855,1489,1,Brain,Medulla and Pons(Hb)
131x149,P0-1,131,149,1853,1499,1,Brain,Medulla and Pons(Hb)
131x150,P0-1,131,150,1850,1508,1,Brain,Medulla and Pons(Hb)
131x151,P0-1,131,151,1831,1577,1,Brain,Medulla and Pons(Hb)
131x152,P0-1,131,152,1828,1587,1,Brain,Medulla and Pons(Hb)
131x153,P0-1,131,153,1826,1595,1,Brain,Medulla and Pons(Hb)
131x154,P0-1,131,154,1822,1605,1,Brain,Medulla and Pons(Hb)
131x59,P0-1,131,59,2085,669,1,Brain,DPall_1
131x60,P0-1,131,60,2082,678,1,Brain,DPall_1
131x61,P0-1,131,61,2080,687,1,Brain,DPall_1
131x62,P0-1,131,62,2077,697,1,Brain,DPall_1
131x63,P0-1,131,63,2075,705,1,Brain,DPall_1
131x64,P0-1,131,64,2072,715,1,Brain,DPall_1
131x65,P0-1,131,65,2069,725,1,Brain,DPall_1
131x66,P0-1,131,66,2067,733,1,Brain,DPall_1
131x67,P0-1,131,67,2065,743,1,Brain,DPall_1
131x68,P0-1,131,68,2062,752,1,Brain,DPall_1
131x69,P0-1,131,69,2059,761,1,Brain,DPall_1
131x70,P0-1,131,70,2056,770,1,Brain,DPall_1
131x71,P0-1,131,71,2054,779,1,Brain,DPall_1
131x75,P0-1,131,75,2044,816,1,Brain,Mb
131x76,P0-1,131,76,2041,826,1,Brain,Mb
131x77,P0-1,131,77,2039,834,1,Brain,Mb
131x78,P0-1,131,78,2036,844,1,Brain,Mb
131x79,P0-1,131,79,2033,854,1,Brain,Mb
131x80,P0-1,131,80,2030,862,1,Brain,Mb
131x81,P0-1,131,81,2028,872,1,Brain,Mb
131x82,P0-1,131,82,2026,881,1,Brain,Mb
131x83,P0-1,131,83,2023,890,1,Brain,Mb
131x84,P0-1,131,84,2021,899,1,Brain,Mb
131x85,P0-1,131,85,2018,909,1,Brain,Mb
131x86,P0-1,131,86,2015,918,1,Brain,Mb
131x87,P0-1,131,87,2013,927,1,Brain,Mb
131x88,P0-1,131,88,2010,936,1,Brain,Mb
131x89,P0-1,131,89,2007,945,1,Brain,Mb
131x90,P0-1,131,90,2005,955,1,Brain,Mb
131x91,P0-1,131,91,2002,963,1,Brain,Mb
131x92,P0-1,131,92,2000,973,1,Brain,Mb
131x93,P0-1,131,93,1997,983,1,Brain,Mb
131x94,P0-1,131,94,1995,991,1,Brain,Mb
131x95,P0-1,131,95,1992,1001,1,Brain,Mb
131x96,P0-1,131,96,1990,1010,1,Brain,Mb
131x97,P0-1,131,97,1986,1019,1,Brain,Mb
131x98,P0-1,131,98,1984,1028,1,Brain,Mb
131x99,P0-1,131,99,1981,1038,1,Brain,Mb
132x100,P0-1,132,100,1989,1050,1,Brain,Mb
132x101,P0-1,132,101,1986,1058,1,Brain,Mb
132x102,P0-1,132,102,1983,1068,1,Brain,Mb
132x103,P0-1,132,103,1980,1077,1,Brain,Mb
132x104,P0-1,132,104,1978,1086,1,Brain,Mb
132x105,P0-1,132,105,1975,1096,1,Brain,Mb
132x106,P0-1,132,106,1973,1105,1,Brain,Mb
132x107,P0-1,132,107,1970,1114,1,Brain,Mb
132x108,P0-1,132,108,1968,1123,1,Brain,Mb
132x109,P0-1,132,109,1965,1133,1,Brain,Mb
132x110,P0-1,132,110,1963,1141,1,Brain,Mb
132x111,P0-1,132,111,1959,1151,1,Brain,Mb
132x112,P0-1,132,112,1957,1160,1,Brain,Mb
132x113,P0-1,132,113,1954,1169,1,Brain,Mb
132x114,P0-1,132,114,1952,1179,1,Brain,Mb
132x115,P0-1,132,115,1950,1187,1,Brain,Mb
132x116,P0-1,132,116,1947,1197,1,Brain,Mb
132x117,P0-1,132,117,1945,1206,1,Brain,Mb
132x118,P0-1,132,118,1942,1215,1,Brain,Mb
132x119,P0-1,132,119,1939,1225,1,Brain,Hy
132x120,P0-1,132,120,1936,1233,1,Brain,Hy
132x121,P0-1,132,121,1934,1243,1,Brain,Hy
132x122,P0-1,132,122,1931,1252,1,Brain,Mb
132x123,P0-1,132,123,1929,1261,1,Brain,Mb
132x124,P0-1,132,124,1926,1270,1,Brain,Mb
132x125,P0-1,132,125,1924,1280,1,Brain,Mb
132x126,P0-1,132,126,1921,1290,1,Brain,Mb
132x127,P0-1,132,127,1919,1298,1,Brain,Mb
132x128,P0-1,132,128,1916,1308,1,Brain,Mb
132x129,P0-1,132,129,1913,1316,1,Brain,Mb
132x130,P0-1,132,130,1910,1326,1,Brain,Mb
132x131,P0-1,132,131,1908,1335,1,Brain,Mb
132x132,P0-1,132,132,1905,1344,1,Brain,Mb
132x133,P0-1,132,133,1903,1354,1,Brain,Mb
132x134,P0-1,132,134,1901,1363,1,Brain,Mb
132x135,P0-1,132,135,1898,1372,1,Brain,Mb
132x136,P0-1,132,136,1896,1381,1,Brain,Mb
132x137,P0-1,132,137,1893,1391,1,Brain,Medulla and Pons(Hb)
132x138,P0-1,132,138,1890,1399,1,Brain,Medulla and Pons(Hb)
132x139,P0-1,132,139,1887,1409,1,Brain,Medulla and Pons(Hb)
132x140,P0-1,132,140,1885,1418,1,Brain,Medulla and Pons(Hb)
132x141,P0-1,132,141,1882,1427,1,Brain,Medulla and Pons(Hb)
132x142,P0-1,132,142,1880,1437,1,Brain,Medulla and Pons(Hb)
132x143,P0-1,132,143,1877,1445,1,Brain,Medulla and Pons(Hb)
132x144,P0-1,132,144,1875,1455,1,Brain,Medulla and Pons(Hb)
132x145,P0-1,132,145,1872,1464,1,Brain,Medulla and Pons(Hb)
132x146,P0-1,132,146,1870,1473,1,Brain,Medulla and Pons(Hb)
132x147,P0-1,132,147,1866,1483,1,Brain,Medulla and Pons(Hb)
132x148,P0-1,132,148,1864,1492,1,Brain,Medulla and Pons(Hb)
132x149,P0-1,132,149,1861,1501,1,Brain,Medulla and Pons(Hb)
132x150,P0-1,132,150,1859,1510,1,Brain,Medulla and Pons(Hb)
132x151,P0-1,132,151,1839,1579,1,Brain,Medulla and Pons(Hb)
132x152,P0-1,132,152,1837,1589,1,Brain,Medulla and Pons(Hb)
132x58,P0-1,132,58,2096,662,1,Brain,DPall_1
132x59,P0-1,132,59,2094,671,1,Brain,DPall_1
132x60,P0-1,132,60,2092,681,1,Brain,DPall_1
132x61,P0-1,132,61,2089,690,1,Brain,DPall_1
132x62,P0-1,132,62,2087,699,1,Brain,DPall_1
132x63,P0-1,132,63,2084,709,1,Brain,DPall_2
132x64,P0-1,132,64,2082,718,1,Brain,DPall_2
132x65,P0-1,132,65,2079,727,1,Brain,DPall_1
132x66,P0-1,132,66,2076,736,1,Brain,DPall_1
132x67,P0-1,132,67,2073,745,1,Brain,DPall_1
132x68,P0-1,132,68,2071,754,1,Brain,DPall_1
132x69,P0-1,132,69,2068,764,1,Brain,DPall_1
132x70,P0-1,132,70,2066,773,1,Brain,DPall_1
132x71,P0-1,132,71,2063,782,1,Brain,DPall_1
132x72,P0-1,132,72,2061,792,1,Brain,DPall_1
132x75,P0-1,132,75,2053,818,1,Brain,Mb
132x76,P0-1,132,76,2050,828,1,Brain,Mb
132x77,P0-1,132,77,2047,838,1,Brain,Mb
132x78,P0-1,132,78,2045,846,1,Brain,Mb
132x79,P0-1,132,79,2042,856,1,Brain,Mb
132x80,P0-1,132,80,2040,865,1,Brain,Mb
132x81,P0-1,132,81,2038,874,1,Brain,Mb
132x82,P0-1,132,82,2035,883,1,Brain,Mb
132x83,P0-1,132,83,2033,893,1,Brain,Mb
132x84,P0-1,132,84,2029,902,1,Brain,Mb
132x85,P0-1,132,85,2027,911,1,Brain,Mb
132x86,P0-1,132,86,2024,921,1,Brain,Mb
132x87,P0-1,132,87,2022,929,1,Brain,Mb
132x88,P0-1,132,88,2019,939,1,Brain,Mb
132x89,P0-1,132,89,2017,948,1,Brain,Mb
132x90,P0-1,132,90,2014,957,1,Brain,Mb
132x91,P0-1,132,91,2012,967,1,Brain,Mb
132x92,P0-1,132,92,2009,976,1,Brain,Mb
132x93,P0-1,132,93,2006,985,1,Brain,Mb
132x94,P0-1,132,94,2004,994,1,Brain,Mb
132x95,P0-1,132,95,2001,1003,1,Brain,Mb
132x96,P0-1,132,96,1999,1012,1,Brain,Mb
132x97,P0-1,132,97,1996,1022,1,Brain,Mb
132x98,P0-1,132,98,1993,1031,1,Brain,Mb
132x99,P0-1,132,99,1991,1040,1,Brain,Mb
133x100,P0-1,133,100,1997,1052,1,Brain,Mb
133x101,P0-1,133,101,1995,1061,1,Brain,Mb
133x102,P0-1,133,102,1992,1070,1,Brain,Mb
133x103,P0-1,133,103,1990,1079,1,Brain,Mb
133x104,P0-1,133,104,1987,1089,1,Brain,Mb
133x105,P0-1,133,105,1985,1098,1,Brain,Mb
133x106,P0-1,133,106,1982,1107,1,Brain,Mb
133x107,P0-1,133,107,1980,1117,1,Brain,Mb
133x108,P0-1,133,108,1977,1125,1,Brain,Mb
133x109,P0-1,133,109,1974,1135,1,Brain,Mb
133x110,P0-1,133,110,1972,1144,1,Brain,Mb
133x111,P0-1,133,111,1969,1153,1,Brain,Mb
133x112,P0-1,133,112,1966,1163,1,Brain,Mb
133x113,P0-1,133,113,1964,1172,1,Brain,Mb
133x114,P0-1,133,114,1962,1181,1,Brain,Mb
133x115,P0-1,133,115,1959,1190,1,Brain,Mb
133x116,P0-1,133,116,1957,1200,1,Brain,Mb
133x117,P0-1,133,117,1953,1208,1,Brain,Mb
133x118,P0-1,133,118,1951,1218,1,Brain,Mb
133x119,P0-1,133,119,1948,1227,1,Brain,Hy
133x120,P0-1,133,120,1946,1236,1,Brain,Hy
133x121,P0-1,133,121,1943,1246,1,Brain,Hy
133x122,P0-1,133,122,1941,1254,1,Brain,Hy
133x125,P0-1,133,125,1933,1282,1,Brain,Mb
133x126,P0-1,133,126,1930,1292,1,Brain,Mb
133x127,P0-1,133,127,1928,1301,1,Brain,Mb
133x128,P0-1,133,128,1925,1310,1,Brain,Mb
133x129,P0-1,133,129,1923,1319,1,Brain,Mb
133x130,P0-1,133,130,1920,1329,1,Brain,Mb
133x131,P0-1,133,131,1918,1337,1,Brain,Mb
133x132,P0-1,133,132,1915,1347,1,Brain,Mb
133x133,P0-1,133,133,1913,1357,1,Brain,Mb
133x134,P0-1,133,134,1910,1365,1,Brain,Mb
133x135,P0-1,133,135,1907,1375,1,Brain,Mb
133x136,P0-1,133,136,1904,1383,1,Brain,Mb
133x137,P0-1,133,137,1902,1393,1,Brain,Mb
133x138,P0-1,133,138,1899,1402,1,Brain,Medulla and Pons(Hb)
133x139,P0-1,133,139,1897,1411,1,Brain,Mb
133x140,P0-1,133,140,1894,1421,1,Brain,Mb
133x141,P0-1,133,141,1892,1430,1,Brain,Medulla and Pons(Hb)
133x142,P0-1,133,142,1889,1439,1,Brain,Medulla and Pons(Hb)
133x143,P0-1,133,143,1887,1448,1,Brain,Medulla and Pons(Hb)
133x144,P0-1,133,144,1883,1457,1,Brain,Medulla and Pons(Hb)
133x145,P0-1,133,145,1881,1466,1,Brain,Medulla and Pons(Hb)
133x146,P0-1,133,146,1878,1476,1,Brain,Medulla and Pons(Hb)
133x147,P0-1,133,147,1876,1485,1,Brain,Medulla and Pons(Hb)
133x148,P0-1,133,148,1874,1494,1,Brain,Medulla and Pons(Hb)
133x149,P0-1,133,149,1871,1504,1,Brain,Medulla and Pons(Hb)
133x150,P0-1,133,150,1869,1513,1,Brain,Medulla and Pons(Hb)
133x57,P0-1,133,57,2109,655,1,Brain,DPall_1
133x58,P0-1,133,58,2106,665,1,Brain,DPall_1
133x59,P0-1,133,59,2104,674,1,Brain,DPall_1
133x60,P0-1,133,60,2101,683,1,Brain,DPall_1
133x61,P0-1,133,61,2099,692,1,Brain,DPall_1
133x62,P0-1,133,62,2095,702,1,Brain,DPall_2
133x63,P0-1,133,63,2093,711,1,Brain,DPall_2
133x64,P0-1,133,64,2090,720,1,Brain,DPall_2
133x65,P0-1,133,65,2088,730,1,Brain,DPall_2
133x66,P0-1,133,66,2085,738,1,Brain,DPall_1
133x67,P0-1,133,67,2083,748,1,Brain,DPall_1
133x68,P0-1,133,68,2081,757,1,Brain,DPall_1
133x69,P0-1,133,69,2078,766,1,Brain,DPall_1
133x70,P0-1,133,70,2075,776,1,Brain,DPall_1
133x71,P0-1,133,71,2072,784,1,Brain,DPall_1
133x72,P0-1,133,72,2069,794,1,Brain,DPall_1
133x73,P0-1,133,73,2067,803,1,Brain,DPall_1
133x75,P0-1,133,75,2062,821,1,Brain,Mb
133x76,P0-1,133,76,2060,831,1,Brain,Mb
133x77,P0-1,133,77,2057,840,1,Brain,Mb
133x78,P0-1,133,78,2055,849,1,Brain,Mb
133x79,P0-1,133,79,2052,859,1,Brain,Mb
133x80,P0-1,133,80,2049,867,1,Brain,Mb
133x81,P0-1,133,81,2046,877,1,Brain,Mb
133x82,P0-1,133,82,2044,886,1,Brain,Mb
133x83,P0-1,133,83,2041,895,1,Brain,Mb
133x84,P0-1,133,84,2039,905,1,Brain,Mb
133x85,P0-1,133,85,2036,914,1,Brain,Mb
133x86,P0-1,133,86,2034,923,1,Brain,Mb
133x87,P0-1,133,87,2031,932,1,Brain,Mb
133x88,P0-1,133,88,2029,942,1,Brain,Mb
133x89,P0-1,133,89,2026,950,1,Brain,Mb
133x90,P0-1,133,90,2023,960,1,Brain,Mb
133x91,P0-1,133,91,2020,969,1,Brain,Mb
133x92,P0-1,133,92,2018,978,1,Brain,Mb
133x93,P0-1,133,93,2016,988,1,Brain,Mb
133x94,P0-1,133,94,2013,996,1,Brain,Mb
133x95,P0-1,133,95,2011,1006,1,Brain,Mb
133x96,P0-1,133,96,2008,1015,1,Brain,Mb
133x97,P0-1,133,97,2006,1024,1,Brain,Mb
133x98,P0-1,133,98,2002,1034,1,Brain,Mb
133x99,P0-1,133,99,2000,1042,1,Brain,Mb
134x100,P0-1,134,100,2007,1055,1,Brain,Mb
134x101,P0-1,134,101,2005,1063,1,Brain,Mb
134x102,P0-1,134,102,2002,1073,1,Brain,Mb
134x103,P0-1,134,103,2000,1082,1,Brain,Mb
134x104,P0-1,134,104,1996,1091,1,Brain,Mb
134x105,P0-1,134,105,1993,1101,1,Brain,Mb
134x106,P0-1,134,106,1991,1109,1,Brain,Mb
134x107,P0-1,134,107,1989,1119,1,Brain,Mb
134x108,P0-1,134,108,1986,1128,1,Brain,Mb
134x109,P0-1,134,109,1984,1137,1,Brain,Mb
134x110,P0-1,134,110,1981,1146,1,Brain,Mb
134x111,P0-1,134,111,1979,1156,1,Brain,Mb
134x112,P0-1,134,112,1976,1166,1,Brain,Mb
134x113,P0-1,134,113,1973,1174,1,Brain,Mb
134x114,P0-1,134,114,1970,1184,1,Brain,Mb
134x115,P0-1,134,115,1968,1192,1,Brain,Mb
134x116,P0-1,134,116,1965,1202,1,Brain,Mb
134x117,P0-1,134,117,1963,1211,1,Brain,Mb
134x118,P0-1,134,118,1960,1220,1,Brain,Hy
134x119,P0-1,134,119,1958,1230,1,Brain,Hy
134x120,P0-1,134,120,1955,1239,1,Brain,Hy
134x124,P0-1,134,124,1945,1275,1,Brain,Mb
134x125,P0-1,134,125,1942,1285,1,Brain,Mb
134x126,P0-1,134,126,1940,1294,1,Brain,Mb
134x127,P0-1,134,127,1937,1303,1,Brain,Mb
134x128,P0-1,134,128,1935,1313,1,Brain,Mb
134x129,P0-1,134,129,1932,1321,1,Brain,Mb
134x130,P0-1,134,130,1930,1331,1,Brain,Mb
134x131,P0-1,134,131,1926,1340,1,Brain,Mb
134x132,P0-1,134,132,1924,1349,1,Brain,Medulla and Pons(Hb)
134x133,P0-1,134,133,1921,1359,1,Brain,Mb
134x134,P0-1,134,134,1919,1368,1,Brain,Mb
134x135,P0-1,134,135,1916,1377,1,Brain,Medulla and Pons(Hb)
134x136,P0-1,134,136,1914,1386,1,Brain,Mb
134x137,P0-1,134,137,1911,1396,1,Brain,Mb
134x138,P0-1,134,138,1909,1404,1,Brain,Medulla and Pons(Hb)
134x139,P0-1,134,139,1906,1414,1,Brain,Medulla and Pons(Hb)
134x140,P0-1,134,140,1903,1423,1,Brain,Medulla and Pons(Hb)
134x141,P0-1,134,141,1901,1432,1,Brain,Medulla and Pons(Hb)
134x142,P0-1,134,142,1898,1442,1,Brain,Medulla and Pons(Hb)
134x143,P0-1,134,143,1896,1450,1,Brain,Medulla and Pons(Hb)
134x144,P0-1,134,144,1893,1460,1,Brain,Medulla and Pons(Hb)
134x145,P0-1,134,145,1891,1469,1,Brain,Medulla and Pons(Hb)
134x146,P0-1,134,146,1888,1478,1,Brain,Medulla and Pons(Hb)
134x147,P0-1,134,147,1886,1488,1,Brain,Medulla and Pons(Hb)
134x148,P0-1,134,148,1883,1497,1,Brain,Medulla and Pons(Hb)
134x149,P0-1,134,149,1880,1506,1,Brain,Medulla and Pons(Hb)
134x150,P0-1,134,150,1877,1515,1,Brain,Medulla and Pons(Hb)
134x56,P0-1,134,56,2121,649,1,Brain,DPall_1
134x57,P0-1,134,57,2118,658,1,Brain,DPall_1
134x58,P0-1,134,58,2116,668,1,Brain,DPall_1
134x59,P0-1,134,59,2112,676,1,Brain,DPall_1
134x60,P0-1,134,60,2110,686,1,Brain,DPall_1
134x61,P0-1,134,61,2108,694,1,Brain,DPall_2
134x62,P0-1,134,62,2105,704,1,Brain,DPall_2
134x63,P0-1,134,63,2102,714,1,Brain,DPall_2
134x64,P0-1,134,64,2100,722,1,Brain,DPall_2
134x65,P0-1,134,65,2097,732,1,Brain,DPall_2
134x66,P0-1,134,66,2095,741,1,Brain,DPall_2
134x67,P0-1,134,67,2093,750,1,Brain,DPall_1
134x68,P0-1,134,68,2089,759,1,Brain,DPall_1
134x69,P0-1,134,69,2087,769,1,Brain,DPall_1
134x70,P0-1,134,70,2084,778,1,Brain,DPall_1
134x71,P0-1,134,71,2082,787,1,Brain,DPall_1
134x72,P0-1,134,72,2079,797,1,Brain,DPall_1
134x73,P0-1,134,73,2077,805,1,Brain,DPall_1
134x76,P0-1,134,76,2069,833,1,Brain,Mb
134x77,P0-1,134,77,2066,843,1,Brain,Mb
134x78,P0-1,134,78,2063,851,1,Brain,Mb
134x79,P0-1,134,79,2061,861,1,Brain,Mb
134x80,P0-1,134,80,2058,870,1,Brain,Mb
134x81,P0-1,134,81,2056,879,1,Brain,Mb
134x82,P0-1,134,82,2054,888,1,Brain,Mb
134x83,P0-1,134,83,2051,898,1,Brain,Mb
134x84,P0-1,134,84,2048,907,1,Brain,Mb
134x85,P0-1,134,85,2046,916,1,Brain,Mb
134x86,P0-1,134,86,2043,926,1,Brain,Mb
134x87,P0-1,134,87,2040,934,1,Brain,Mb
134x88,P0-1,134,88,2038,944,1,Brain,Mb
134x89,P0-1,134,89,2035,953,1,Brain,Mb
134x90,P0-1,134,90,2033,962,1,Brain,Mb
134x91,P0-1,134,91,2030,972,1,Brain,Mb
134x92,P0-1,134,92,2028,981,1,Brain,Mb
134x93,P0-1,134,93,2025,990,1,Brain,Mb
134x94,P0-1,134,94,2023,999,1,Brain,Mb
134x95,P0-1,134,95,2019,1008,1,Brain,Mb
134x96,P0-1,134,96,2017,1017,1,Brain,Mb
134x97,P0-1,134,97,2014,1027,1,Brain,Mb
134x98,P0-1,134,98,2012,1036,1,Brain,Mb
134x99,P0-1,134,99,2009,1045,1,Brain,Mb
135x100,P0-1,135,100,2016,1057,1,Brain,Mb
135x101,P0-1,135,101,2013,1066,1,Brain,Mb
135x102,P0-1,135,102,2011,1075,1,Brain,Mb
135x103,P0-1,135,103,2008,1085,1,Brain,Mb
135x104,P0-1,135,104,2006,1094,1,Brain,Mb
135x105,P0-1,135,105,2003,1103,1,Brain,Mb
135x106,P0-1,135,106,2001,1112,1,Brain,Mb
135x107,P0-1,135,107,1998,1122,1,Brain,Hy
135x108,P0-1,135,108,1996,1130,1,Brain,Hy
135x109,P0-1,135,109,1992,1140,1,Brain,Mb
135x110,P0-1,135,110,1990,1149,1,Brain,Mb
135x111,P0-1,135,111,1987,1158,1,Brain,Mb
135x112,P0-1,135,112,1985,1168,1,Brain,Mb
135x113,P0-1,135,113,1982,1177,1,Brain,Mb
135x114,P0-1,135,114,1980,1186,1,Brain,Mb
135x115,P0-1,135,115,1978,1195,1,Brain,Mb
135x116,P0-1,135,116,1975,1205,1,Brain,Mb
