,UMI,GENE,sample,methods,tissue
16976,9863,3761,WT2_10,"10x Visium
(Brain,55um)",Brain
16977,15079,5033,WT2_10,"10x Visium
(Brain,55um)",Brain
16978,17649,5375,WT2_10,"10x Visium
(Brain,55um)",Brain
16979,11106,3883,WT2_10,"10x Visium
(Brain,55um)",Brain
16980,16078,5057,WT2_10,"10x Visium
(Brain,55um)",Brain
16981,9114,3626,WT2_10,"10x Visium
(Brain,55um)",Brain
16982,14312,4649,WT2_10,"10x Visium
(Brain,55um)",Brain
16983,12492,4546,WT2_10,"10x Visium
(Brain,55um)",Brain
16984,9250,3623,WT2_10,"10x Visium
(Brain,55um)",Brain
16985,10168,3677,WT2_10,"10x Visium
(Brain,55um)",Brain
16986,7271,3227,WT2_10,"10x Visium
(Brain,55um)",Brain
16987,14517,5061,WT2_10,"10x Visium
(Brain,55um)",Brain
16988,9295,3516,WT2_10,"10x Visium
(Brain,55um)",Brain
16989,3209,1638,WT2_10,"10x Visium
(Brain,55um)",Brain
16990,5993,2802,WT2_10,"10x Visium
(Brain,55um)",Brain
16991,14032,4744,WT2_10,"10x Visium
(Brain,55um)",Brain
16992,12449,4430,WT2_10,"10x Visium
(Brain,55um)",Brain
16993,16079,4869,WT2_10,"10x Visium
(Brain,55um)",Brain
16994,11392,3989,WT2_10,"10x Visium
(Brain,55um)",Brain
16995,14128,4925,WT2_10,"10x Visium
(Brain,55um)",Brain
16996,8456,3398,WT2_10,"10x Visium
(Brain,55um)",Brain
16997,8686,3179,WT2_10,"10x Visium
(Brain,55um)",Brain
16998,13292,4562,WT2_10,"10x Visium
(Brain,55um)",Brain
16999,18020,5611,WT2_10,"10x Visium
(Brain,55um)",Brain
17000,5411,2350,WT2_10,"10x Visium
(Brain,55um)",Brain
17001,10546,3886,WT2_10,"10x Visium
(Brain,55um)",Brain
17002,20501,6026,WT2_10,"10x Visium
(Brain,55um)",Brain
17003,8982,3393,WT2_10,"10x Visium
(Brain,55um)",Brain
17004,11894,4096,WT2_10,"10x Visium
(Brain,55um)",Brain
17005,13367,4607,WT2_10,"10x Visium
(Brain,55um)",Brain
17006,17613,5654,WT2_10,"10x Visium
(Brain,55um)",Brain
17007,25908,6638,WT2_10,"10x Visium
(Brain,55um)",Brain
17008,21924,6154,WT2_10,"10x Visium
(Brain,55um)",Brain
17009,11360,3961,WT2_10,"10x Visium
(Brain,55um)",Brain
17010,21360,6128,WT2_10,"10x Visium
(Brain,55um)",Brain
17011,12221,4340,WT2_10,"10x Visium
(Brain,55um)",Brain
17012,35413,7668,WT2_10,"10x Visium
(Brain,55um)",Brain
17013,11744,4153,WT2_10,"10x Visium
(Brain,55um)",Brain
17014,10878,3957,WT2_10,"10x Visium
(Brain,55um)",Brain
17015,5757,2493,WT2_10,"10x Visium
(Brain,55um)",Brain
17016,17480,5062,WT2_10,"10x Visium
(Brain,55um)",Brain
17017,8586,3419,WT2_10,"10x Visium
(Brain,55um)",Brain
17018,25198,7098,WT2_10,"10x Visium
(Brain,55um)",Brain
17019,12893,4380,WT2_10,"10x Visium
(Brain,55um)",Brain
17020,11440,4171,WT2_10,"10x Visium
(Brain,55um)",Brain
17021,10889,4117,WT2_10,"10x Visium
(Brain,55um)",Brain
17022,12336,4307,WT2_10,"10x Visium
(Brain,55um)",Brain
17023,8110,3453,WT2_10,"10x Visium
(Brain,55um)",Brain
17024,8366,3351,WT2_10,"10x Visium
(Brain,55um)",Brain
17025,7995,3098,WT2_10,"10x Visium
(Brain,55um)",Brain
17026,10240,3866,WT2_10,"10x Visium
(Brain,55um)",Brain
17027,20403,6118,WT2_10,"10x Visium
(Brain,55um)",Brain
17028,19476,5677,WT2_10,"10x Visium
(Brain,55um)",Brain
17029,14456,4764,WT2_10,"10x Visium
(Brain,55um)",Brain
17030,13034,4076,WT2_10,"10x Visium
(Brain,55um)",Brain
17031,22440,6243,WT2_10,"10x Visium
(Brain,55um)",Brain
17032,12843,4080,WT2_10,"10x Visium
(Brain,55um)",Brain
17033,18753,5418,WT2_10,"10x Visium
(Brain,55um)",Brain
17034,9226,3770,WT2_10,"10x Visium
(Brain,55um)",Brain
17035,15872,5341,WT2_10,"10x Visium
(Brain,55um)",Brain
17036,20540,6254,WT2_10,"10x Visium
(Brain,55um)",Brain
17037,11625,4240,WT2_10,"10x Visium
(Brain,55um)",Brain
17038,15780,4743,WT2_10,"10x Visium
(Brain,55um)",Brain
17039,10268,3839,WT2_10,"10x Visium
(Brain,55um)",Brain
17040,13989,4573,WT2_10,"10x Visium
(Brain,55um)",Brain
17041,11935,4437,WT2_10,"10x Visium
(Brain,55um)",Brain
17042,13024,4671,WT2_10,"10x Visium
(Brain,55um)",Brain
17043,16492,5453,WT2_10,"10x Visium
(Brain,55um)",Brain
17044,10863,3944,WT2_10,"10x Visium
(Brain,55um)",Brain
17045,15880,5261,WT2_10,"10x Visium
(Brain,55um)",Brain
17046,19132,5738,WT2_10,"10x Visium
(Brain,55um)",Brain
17047,15404,5166,WT2_10,"10x Visium
(Brain,55um)",Brain
17048,14510,4888,WT2_10,"10x Visium
(Brain,55um)",Brain
17049,11298,3977,WT2_10,"10x Visium
(Brain,55um)",Brain
17050,12185,3896,WT2_10,"10x Visium
(Brain,55um)",Brain
17051,9924,3602,WT2_10,"10x Visium
(Brain,55um)",Brain
17052,6695,2762,WT2_10,"10x Visium
(Brain,55um)",Brain
17053,10016,3829,WT2_10,"10x Visium
(Brain,55um)",Brain
17054,14165,4509,WT2_10,"10x Visium
(Brain,55um)",Brain
17055,9811,3623,WT2_10,"10x Visium
(Brain,55um)",Brain
17056,12526,4358,WT2_10,"10x Visium
(Brain,55um)",Brain
17057,9532,3745,WT2_10,"10x Visium
(Brain,55um)",Brain
17058,7300,3017,WT2_10,"10x Visium
(Brain,55um)",Brain
17059,13610,4915,WT2_10,"10x Visium
(Brain,55um)",Brain
17060,16697,5136,WT2_10,"10x Visium
(Brain,55um)",Brain
17061,9492,3919,WT2_10,"10x Visium
(Brain,55um)",Brain
17062,15963,5308,WT2_10,"10x Visium
(Brain,55um)",Brain
17063,14122,4630,WT2_10,"10x Visium
(Brain,55um)",Brain
17064,19047,5588,WT2_10,"10x Visium
(Brain,55um)",Brain
17065,18022,5449,WT2_10,"10x Visium
(Brain,55um)",Brain
17066,11923,4232,WT2_10,"10x Visium
(Brain,55um)",Brain
17067,17176,5451,WT2_10,"10x Visium
(Brain,55um)",Brain
17068,15611,5335,WT2_10,"10x Visium
(Brain,55um)",Brain
17069,11501,4435,WT2_10,"10x Visium
(Brain,55um)",Brain
17070,11061,3804,WT2_10,"10x Visium
(Brain,55um)",Brain
17071,8503,3096,WT2_10,"10x Visium
(Brain,55um)",Brain
17072,20059,5828,WT2_10,"10x Visium
(Brain,55um)",Brain
17073,15202,4952,WT2_10,"10x Visium
(Brain,55um)",Brain
17074,10766,3612,WT2_10,"10x Visium
(Brain,55um)",Brain
17075,10690,3955,WT2_10,"10x Visium
(Brain,55um)",Brain
17076,11940,4365,WT2_10,"10x Visium
(Brain,55um)",Brain
17077,8410,3323,WT2_10,"10x Visium
(Brain,55um)",Brain
17078,12906,4457,WT2_10,"10x Visium
(Brain,55um)",Brain
17079,8628,3407,WT2_10,"10x Visium
(Brain,55um)",Brain
17080,8124,3224,WT2_10,"10x Visium
(Brain,55um)",Brain
17081,14573,4768,WT2_10,"10x Visium
(Brain,55um)",Brain
17082,14530,4711,WT2_10,"10x Visium
(Brain,55um)",Brain
17083,7561,3245,WT2_10,"10x Visium
(Brain,55um)",Brain
17084,11955,4225,WT2_10,"10x Visium
(Brain,55um)",Brain
17085,13780,4355,WT2_10,"10x Visium
(Brain,55um)",Brain
17086,23677,6455,WT2_10,"10x Visium
(Brain,55um)",Brain
17087,10125,3404,WT2_10,"10x Visium
(Brain,55um)",Brain
17088,9385,3590,WT2_10,"10x Visium
(Brain,55um)",Brain
17089,13731,4588,WT2_10,"10x Visium
(Brain,55um)",Brain
17090,4071,1891,WT2_10,"10x Visium
(Brain,55um)",Brain
17091,14194,4402,WT2_10,"10x Visium
(Brain,55um)",Brain
17092,21915,6181,WT2_10,"10x Visium
(Brain,55um)",Brain
17093,15287,5195,WT2_10,"10x Visium
(Brain,55um)",Brain
17094,9939,3772,WT2_10,"10x Visium
(Brain,55um)",Brain
17095,8749,3413,WT2_10,"10x Visium
(Brain,55um)",Brain
17096,14183,4502,WT2_10,"10x Visium
(Brain,55um)",Brain
17097,18138,5353,WT2_10,"10x Visium
(Brain,55um)",Brain
17098,18823,5664,WT2_10,"10x Visium
(Brain,55um)",Brain
17099,9831,3795,WT2_10,"10x Visium
(Brain,55um)",Brain
17100,15287,5015,WT2_10,"10x Visium
(Brain,55um)",Brain
17101,9396,3703,WT2_10,"10x Visium
(Brain,55um)",Brain
17102,14116,4784,WT2_10,"10x Visium
(Brain,55um)",Brain
17103,14331,4820,WT2_10,"10x Visium
(Brain,55um)",Brain
17104,14378,4806,WT2_10,"10x Visium
(Brain,55um)",Brain
17105,16257,5097,WT2_10,"10x Visium
(Brain,55um)",Brain
17106,8042,3356,WT2_10,"10x Visium
(Brain,55um)",Brain
17107,11165,4265,WT2_10,"10x Visium
(Brain,55um)",Brain
17108,11990,4045,WT2_10,"10x Visium
(Brain,55um)",Brain
17109,8535,3379,WT2_10,"10x Visium
(Brain,55um)",Brain
17110,10326,3649,WT2_10,"10x Visium
(Brain,55um)",Brain
17111,8671,3505,WT2_10,"10x Visium
(Brain,55um)",Brain
17112,14177,4900,WT2_10,"10x Visium
(Brain,55um)",Brain
17113,17442,5581,WT2_10,"10x Visium
(Brain,55um)",Brain
17114,13079,4311,WT2_10,"10x Visium
(Brain,55um)",Brain
17115,12021,4369,WT2_10,"10x Visium
(Brain,55um)",Brain
17116,14643,4914,WT2_10,"10x Visium
(Brain,55um)",Brain
17117,7414,3057,WT2_10,"10x Visium
(Brain,55um)",Brain
17118,10563,3629,WT2_10,"10x Visium
(Brain,55um)",Brain
17119,13955,4701,WT2_10,"10x Visium
(Brain,55um)",Brain
17120,17095,5367,WT2_10,"10x Visium
(Brain,55um)",Brain
17121,24510,6714,WT2_10,"10x Visium
(Brain,55um)",Brain
17122,11045,4242,WT2_10,"10x Visium
(Brain,55um)",Brain
17123,13547,4606,WT2_10,"10x Visium
(Brain,55um)",Brain
17124,6457,2597,WT2_10,"10x Visium
(Brain,55um)",Brain
17125,9551,3462,WT2_10,"10x Visium
(Brain,55um)",Brain
17126,10174,3624,WT2_10,"10x Visium
(Brain,55um)",Brain
17127,13750,4751,WT2_10,"10x Visium
(Brain,55um)",Brain
17128,10520,3899,WT2_10,"10x Visium
(Brain,55um)",Brain
17129,11423,4375,WT2_10,"10x Visium
(Brain,55um)",Brain
17130,9234,3373,WT2_10,"10x Visium
(Brain,55um)",Brain
17131,2955,1531,WT2_10,"10x Visium
(Brain,55um)",Brain
17132,295,252,WT2_10,"10x Visium
(Brain,55um)",Brain
17133,17584,5514,WT2_10,"10x Visium
(Brain,55um)",Brain
17134,16178,5014,WT2_10,"10x Visium
(Brain,55um)",Brain
17135,17142,5110,WT2_10,"10x Visium
(Brain,55um)",Brain
17136,11143,4143,WT2_10,"10x Visium
(Brain,55um)",Brain
17137,6704,2738,WT2_10,"10x Visium
(Brain,55um)",Brain
17138,5517,2530,WT2_10,"10x Visium
(Brain,55um)",Brain
17139,10563,3762,WT2_10,"10x Visium
(Brain,55um)",Brain
17140,24646,6370,WT2_10,"10x Visium
(Brain,55um)",Brain
17141,11416,4397,WT2_10,"10x Visium
(Brain,55um)",Brain
17142,17426,5503,WT2_10,"10x Visium
(Brain,55um)",Brain
17143,12681,4619,WT2_10,"10x Visium
(Brain,55um)",Brain
17144,15314,4916,WT2_10,"10x Visium
(Brain,55um)",Brain
17145,16732,5395,WT2_10,"10x Visium
(Brain,55um)",Brain
17146,11361,4034,WT2_10,"10x Visium
(Brain,55um)",Brain
17147,5337,2392,WT2_10,"10x Visium
(Brain,55um)",Brain
17148,22072,6001,WT2_10,"10x Visium
(Brain,55um)",Brain
17149,16424,5303,WT2_10,"10x Visium
(Brain,55um)",Brain
17150,20057,6087,WT2_10,"10x Visium
(Brain,55um)",Brain
17151,16457,5233,WT2_10,"10x Visium
(Brain,55um)",Brain
17152,8466,3470,WT2_10,"10x Visium
(Brain,55um)",Brain
17153,17814,5516,WT2_10,"10x Visium
(Brain,55um)",Brain
17154,14363,4945,WT2_10,"10x Visium
(Brain,55um)",Brain
17155,6706,2621,WT2_10,"10x Visium
(Brain,55um)",Brain
17156,15753,5187,WT2_10,"10x Visium
(Brain,55um)",Brain
17157,11959,4385,WT2_10,"10x Visium
(Brain,55um)",Brain
17158,17598,5766,WT2_10,"10x Visium
(Brain,55um)",Brain
17159,13563,4391,WT2_10,"10x Visium
(Brain,55um)",Brain
17160,6400,2942,WT2_10,"10x Visium
(Brain,55um)",Brain
17161,21633,6300,WT2_10,"10x Visium
(Brain,55um)",Brain
17162,9894,3878,WT2_10,"10x Visium
(Brain,55um)",Brain
17163,12974,4610,WT2_10,"10x Visium
(Brain,55um)",Brain
17164,23457,6713,WT2_10,"10x Visium
(Brain,55um)",Brain
17165,7853,3189,WT2_10,"10x Visium
(Brain,55um)",Brain
17166,7679,3131,WT2_10,"10x Visium
(Brain,55um)",Brain
17167,494,353,WT2_10,"10x Visium
(Brain,55um)",Brain
17168,4441,2362,WT2_10,"10x Visium
(Brain,55um)",Brain
17169,9319,3660,WT2_10,"10x Visium
(Brain,55um)",Brain
17170,12816,4564,WT2_10,"10x Visium
(Brain,55um)",Brain
17171,14142,4899,WT2_10,"10x Visium
(Brain,55um)",Brain
17172,6219,2625,WT2_10,"10x Visium
(Brain,55um)",Brain
17173,8430,3494,WT2_10,"10x Visium
(Brain,55um)",Brain
17174,21465,6045,WT2_10,"10x Visium
(Brain,55um)",Brain
17175,28840,7411,WT2_10,"10x Visium
(Brain,55um)",Brain
17176,13595,4659,WT2_10,"10x Visium
(Brain,55um)",Brain
17177,15066,4657,WT2_10,"10x Visium
(Brain,55um)",Brain
17178,9773,3776,WT2_10,"10x Visium
(Brain,55um)",Brain
17179,9373,3648,WT2_10,"10x Visium
(Brain,55um)",Brain
17180,6394,2612,WT2_10,"10x Visium
(Brain,55um)",Brain
17181,17421,5492,WT2_10,"10x Visium
(Brain,55um)",Brain
17182,14680,4908,WT2_10,"10x Visium
(Brain,55um)",Brain
17183,10951,3958,WT2_10,"10x Visium
(Brain,55um)",Brain
17184,16779,5103,WT2_10,"10x Visium
(Brain,55um)",Brain
17185,12998,4352,WT2_10,"10x Visium
(Brain,55um)",Brain
17186,12203,3974,WT2_10,"10x Visium
(Brain,55um)",Brain
17187,15631,4852,WT2_10,"10x Visium
(Brain,55um)",Brain
17188,11047,4090,WT2_10,"10x Visium
(Brain,55um)",Brain
17189,11849,4011,WT2_10,"10x Visium
(Brain,55um)",Brain
17190,13112,4599,WT2_10,"10x Visium
(Brain,55um)",Brain
17191,25970,6628,WT2_10,"10x Visium
(Brain,55um)",Brain
17192,10594,4029,WT2_10,"10x Visium
(Brain,55um)",Brain
17193,9134,3552,WT2_10,"10x Visium
(Brain,55um)",Brain
17194,6985,3005,WT2_10,"10x Visium
(Brain,55um)",Brain
17195,8730,3506,WT2_10,"10x Visium
(Brain,55um)",Brain
17196,9744,3385,WT2_10,"10x Visium
(Brain,55um)",Brain
17197,9976,3771,WT2_10,"10x Visium
(Brain,55um)",Brain
17198,21488,5922,WT2_10,"10x Visium
(Brain,55um)",Brain
17199,16937,5302,WT2_10,"10x Visium
(Brain,55um)",Brain
17200,12255,4554,WT2_10,"10x Visium
(Brain,55um)",Brain
17201,18161,5672,WT2_10,"10x Visium
(Brain,55um)",Brain
17202,7347,3083,WT2_10,"10x Visium
(Brain,55um)",Brain
17203,12544,4294,WT2_10,"10x Visium
(Brain,55um)",Brain
17204,14256,4628,WT2_10,"10x Visium
(Brain,55um)",Brain
17205,12370,3645,WT2_10,"10x Visium
(Brain,55um)",Brain
17206,12687,4035,WT2_10,"10x Visium
(Brain,55um)",Brain
17207,8312,3288,WT2_10,"10x Visium
(Brain,55um)",Brain
17208,15816,5024,WT2_10,"10x Visium
(Brain,55um)",Brain
17209,13149,4558,WT2_10,"10x Visium
(Brain,55um)",Brain
17210,16333,5121,WT2_10,"10x Visium
(Brain,55um)",Brain
17211,9218,3696,WT2_10,"10x Visium
(Brain,55um)",Brain
17212,11152,4132,WT2_10,"10x Visium
(Brain,55um)",Brain
17213,12365,4122,WT2_10,"10x Visium
(Brain,55um)",Brain
17214,14016,4979,WT2_10,"10x Visium
(Brain,55um)",Brain
17215,16605,5416,WT2_10,"10x Visium
(Brain,55um)",Brain
17216,20872,5930,WT2_10,"10x Visium
(Brain,55um)",Brain
17217,17378,5327,WT2_10,"10x Visium
(Brain,55um)",Brain
17218,9878,3633,WT2_10,"10x Visium
(Brain,55um)",Brain
17219,12193,4398,WT2_10,"10x Visium
(Brain,55um)",Brain
17220,11407,4270,WT2_10,"10x Visium
(Brain,55um)",Brain
17221,15905,5405,WT2_10,"10x Visium
(Brain,55um)",Brain
17222,22933,6382,WT2_10,"10x Visium
(Brain,55um)",Brain
17223,13427,4520,WT2_10,"10x Visium
(Brain,55um)",Brain
17224,17140,5306,WT2_10,"10x Visium
(Brain,55um)",Brain
17225,27230,6808,WT2_10,"10x Visium
(Brain,55um)",Brain
17226,11777,4349,WT2_10,"10x Visium
(Brain,55um)",Brain
17227,23026,6424,WT2_10,"10x Visium
(Brain,55um)",Brain
17228,12660,4026,WT2_10,"10x Visium
(Brain,55um)",Brain
17229,18614,5892,WT2_10,"10x Visium
(Brain,55um)",Brain
17230,7892,3266,WT2_10,"10x Visium
(Brain,55um)",Brain
17231,15896,5255,WT2_10,"10x Visium
(Brain,55um)",Brain
17232,19880,5931,WT2_10,"10x Visium
(Brain,55um)",Brain
17233,27354,6853,WT2_10,"10x Visium
(Brain,55um)",Brain
17234,19165,5747,WT2_10,"10x Visium
(Brain,55um)",Brain
17235,14425,4470,WT2_10,"10x Visium
(Brain,55um)",Brain
17236,11068,3993,WT2_10,"10x Visium
(Brain,55um)",Brain
17237,15415,5220,WT2_10,"10x Visium
(Brain,55um)",Brain
17238,17052,5367,WT2_10,"10x Visium
(Brain,55um)",Brain
17239,6436,2428,WT2_10,"10x Visium
(Brain,55um)",Brain
17240,17862,5113,WT2_10,"10x Visium
(Brain,55um)",Brain
17241,8774,3451,WT2_10,"10x Visium
(Brain,55um)",Brain
17242,8532,3547,WT2_10,"10x Visium
(Brain,55um)",Brain
17243,13571,4450,WT2_10,"10x Visium
(Brain,55um)",Brain
17244,14441,5008,WT2_10,"10x Visium
(Brain,55um)",Brain
17245,11332,4027,WT2_10,"10x Visium
(Brain,55um)",Brain
17246,13239,4686,WT2_10,"10x Visium
(Brain,55um)",Brain
17247,16236,5246,WT2_10,"10x Visium
(Brain,55um)",Brain
17248,13123,4495,WT2_10,"10x Visium
(Brain,55um)",Brain
17249,23025,6449,WT2_10,"10x Visium
(Brain,55um)",Brain
17250,9211,3394,WT2_10,"10x Visium
(Brain,55um)",Brain
17251,17965,5536,WT2_10,"10x Visium
(Brain,55um)",Brain
17252,10715,3925,WT2_10,"10x Visium
(Brain,55um)",Brain
17253,7568,3040,WT2_10,"10x Visium
(Brain,55um)",Brain
17254,12547,4514,WT2_10,"10x Visium
(Brain,55um)",Brain
17255,10177,3413,WT2_10,"10x Visium
(Brain,55um)",Brain
17256,13610,4898,WT2_10,"10x Visium
(Brain,55um)",Brain
17257,13087,4299,WT2_10,"10x Visium
(Brain,55um)",Brain
17258,19631,5737,WT2_10,"10x Visium
(Brain,55um)",Brain
17259,13125,4415,WT2_10,"10x Visium
(Brain,55um)",Brain
17260,5783,2517,WT2_10,"10x Visium
(Brain,55um)",Brain
17261,11879,4014,WT2_10,"10x Visium
(Brain,55um)",Brain
17262,8718,3598,WT2_10,"10x Visium
(Brain,55um)",Brain
17263,13829,4604,WT2_10,"10x Visium
(Brain,55um)",Brain
17264,11246,4139,WT2_10,"10x Visium
(Brain,55um)",Brain
17265,11195,4189,WT2_10,"10x Visium
(Brain,55um)",Brain
17266,18261,5738,WT2_10,"10x Visium
(Brain,55um)",Brain
17267,9328,3678,WT2_10,"10x Visium
(Brain,55um)",Brain
17268,15827,5156,WT2_10,"10x Visium
(Brain,55um)",Brain
17269,8919,3386,WT2_10,"10x Visium
(Brain,55um)",Brain
17270,8551,3517,WT2_10,"10x Visium
(Brain,55um)",Brain
17271,17807,5892,WT2_10,"10x Visium
(Brain,55um)",Brain
17272,11171,4187,WT2_10,"10x Visium
(Brain,55um)",Brain
17273,18216,5363,WT2_10,"10x Visium
(Brain,55um)",Brain
17274,4785,2187,WT2_10,"10x Visium
(Brain,55um)",Brain
17275,8137,3189,WT2_10,"10x Visium
(Brain,55um)",Brain
17276,12784,4272,WT2_10,"10x Visium
(Brain,55um)",Brain
17277,13087,4890,WT2_10,"10x Visium
(Brain,55um)",Brain
17278,12980,4464,WT2_10,"10x Visium
(Brain,55um)",Brain
17279,6491,2823,WT2_10,"10x Visium
(Brain,55um)",Brain
17280,11212,4016,WT2_10,"10x Visium
(Brain,55um)",Brain
17281,8703,3398,WT2_10,"10x Visium
(Brain,55um)",Brain
17282,16120,5337,WT2_10,"10x Visium
(Brain,55um)",Brain
17283,10299,3707,WT2_10,"10x Visium
(Brain,55um)",Brain
17284,20780,6048,WT2_10,"10x Visium
(Brain,55um)",Brain
17285,15540,4948,WT2_10,"10x Visium
(Brain,55um)",Brain
17286,10247,3764,WT2_10,"10x Visium
(Brain,55um)",Brain
17287,18790,5609,WT2_10,"10x Visium
(Brain,55um)",Brain
17288,11180,4209,WT2_10,"10x Visium
(Brain,55um)",Brain
17289,6935,2957,WT2_10,"10x Visium
(Brain,55um)",Brain
17290,22210,6307,WT2_10,"10x Visium
(Brain,55um)",Brain
17291,16498,5000,WT2_10,"10x Visium
(Brain,55um)",Brain
17292,11325,4255,WT2_10,"10x Visium
(Brain,55um)",Brain
17293,13855,4783,WT2_10,"10x Visium
(Brain,55um)",Brain
17294,11005,3705,WT2_10,"10x Visium
(Brain,55um)",Brain
17295,5034,2524,WT2_10,"10x Visium
(Brain,55um)",Brain
17296,15492,4728,WT2_10,"10x Visium
(Brain,55um)",Brain
17297,15966,5007,WT2_10,"10x Visium
(Brain,55um)",Brain
17298,6461,2989,WT2_10,"10x Visium
(Brain,55um)",Brain
17299,11909,4384,WT2_10,"10x Visium
(Brain,55um)",Brain
17300,9580,3803,WT2_10,"10x Visium
(Brain,55um)",Brain
17301,12635,4027,WT2_10,"10x Visium
(Brain,55um)",Brain
17302,18487,5528,WT2_10,"10x Visium
(Brain,55um)",Brain
17303,6529,2799,WT2_10,"10x Visium
(Brain,55um)",Brain
17304,13438,4817,WT2_10,"10x Visium
(Brain,55um)",Brain
17305,8591,3356,WT2_10,"10x Visium
(Brain,55um)",Brain
17306,7165,2930,WT2_10,"10x Visium
(Brain,55um)",Brain
17307,18433,5394,WT2_10,"10x Visium
(Brain,55um)",Brain
17308,11202,3639,WT2_10,"10x Visium
(Brain,55um)",Brain
17309,11226,4125,WT2_10,"10x Visium
(Brain,55um)",Brain
17310,8887,3502,WT2_10,"10x Visium
(Brain,55um)",Brain
17311,10140,3849,WT2_10,"10x Visium
(Brain,55um)",Brain
17312,11101,4269,WT2_10,"10x Visium
(Brain,55um)",Brain
17313,10545,3749,WT2_10,"10x Visium
(Brain,55um)",Brain
17314,8347,3287,WT2_10,"10x Visium
(Brain,55um)",Brain
17315,11061,4096,WT2_10,"10x Visium
(Brain,55um)",Brain
17316,10827,4086,WT2_10,"10x Visium
(Brain,55um)",Brain
17317,9956,3992,WT2_10,"10x Visium
(Brain,55um)",Brain
17318,11566,4154,WT2_10,"10x Visium
(Brain,55um)",Brain
17319,17876,5590,WT2_10,"10x Visium
(Brain,55um)",Brain
17320,15225,5221,WT2_10,"10x Visium
(Brain,55um)",Brain
17321,17503,5374,WT2_10,"10x Visium
(Brain,55um)",Brain
17322,20527,6628,WT2_10,"10x Visium
(Brain,55um)",Brain
17323,11886,4310,WT2_10,"10x Visium
(Brain,55um)",Brain
17324,7558,2837,WT2_10,"10x Visium
(Brain,55um)",Brain
17325,8530,3076,WT2_10,"10x Visium
(Brain,55um)",Brain
17326,10643,3847,WT2_10,"10x Visium
(Brain,55um)",Brain
17327,15291,5245,WT2_10,"10x Visium
(Brain,55um)",Brain
17328,11121,4022,WT2_10,"10x Visium
(Brain,55um)",Brain
17329,11985,4153,WT2_10,"10x Visium
(Brain,55um)",Brain
17330,14178,4931,WT2_10,"10x Visium
(Brain,55um)",Brain
17331,9625,4054,WT2_10,"10x Visium
(Brain,55um)",Brain
17332,9937,3755,WT2_10,"10x Visium
(Brain,55um)",Brain
17333,9951,3939,WT2_10,"10x Visium
(Brain,55um)",Brain
17334,14204,4772,WT2_10,"10x Visium
(Brain,55um)",Brain
17335,5752,2531,WT2_10,"10x Visium
(Brain,55um)",Brain
17336,13543,4582,WT2_10,"10x Visium
(Brain,55um)",Brain
17337,12128,4486,WT2_10,"10x Visium
(Brain,55um)",Brain
17338,8794,3245,WT2_10,"10x Visium
(Brain,55um)",Brain
17339,19367,5790,WT2_10,"10x Visium
(Brain,55um)",Brain
17340,9310,3411,WT2_10,"10x Visium
(Brain,55um)",Brain
17341,5084,2322,WT2_10,"10x Visium
(Brain,55um)",Brain
17342,9801,3923,WT2_10,"10x Visium
(Brain,55um)",Brain
17343,15963,5228,WT2_10,"10x Visium
(Brain,55um)",Brain
17344,18264,5764,WT2_10,"10x Visium
(Brain,55um)",Brain
17345,13202,4966,WT2_10,"10x Visium
(Brain,55um)",Brain
17346,17030,5335,WT2_10,"10x Visium
(Brain,55um)",Brain
17347,16674,5198,WT2_10,"10x Visium
(Brain,55um)",Brain
17348,5640,2436,WT2_10,"10x Visium
(Brain,55um)",Brain
17349,12394,4365,WT2_10,"10x Visium
(Brain,55um)",Brain
17350,26683,7144,WT2_10,"10x Visium
(Brain,55um)",Brain
17351,14743,4915,WT2_10,"10x Visium
(Brain,55um)",Brain
17352,13171,4665,WT2_10,"10x Visium
(Brain,55um)",Brain
17353,16751,5291,WT2_10,"10x Visium
(Brain,55um)",Brain
17354,13119,4580,WT2_10,"10x Visium
(Brain,55um)",Brain
17355,14543,4928,WT2_10,"10x Visium
(Brain,55um)",Brain
17356,10105,3822,WT2_10,"10x Visium
(Brain,55um)",Brain
17357,17886,5686,WT2_10,"10x Visium
(Brain,55um)",Brain
17358,8671,3276,WT2_10,"10x Visium
(Brain,55um)",Brain
17359,8263,3137,WT2_10,"10x Visium
(Brain,55um)",Brain
17360,21577,5860,WT2_10,"10x Visium
(Brain,55um)",Brain
17361,19956,5782,WT2_10,"10x Visium
(Brain,55um)",Brain
17362,7986,3002,WT2_10,"10x Visium
(Brain,55um)",Brain
17363,8804,3418,WT2_10,"10x Visium
(Brain,55um)",Brain
17364,5831,2489,WT2_10,"10x Visium
(Brain,55um)",Brain
17365,9871,4085,WT2_10,"10x Visium
(Brain,55um)",Brain
17366,18470,5431,WT2_10,"10x Visium
(Brain,55um)",Brain
17367,14318,4855,WT2_10,"10x Visium
(Brain,55um)",Brain
17368,17394,5267,WT2_10,"10x Visium
(Brain,55um)",Brain
17369,9608,3707,WT2_10,"10x Visium
(Brain,55um)",Brain
17370,5913,2615,WT2_10,"10x Visium
(Brain,55um)",Brain
17371,12570,4703,WT2_10,"10x Visium
(Brain,55um)",Brain
17372,12154,4486,WT2_10,"10x Visium
(Brain,55um)",Brain
17373,11195,4102,WT2_10,"10x Visium
(Brain,55um)",Brain
17374,10502,3914,WT2_10,"10x Visium
(Brain,55um)",Brain
